id,mssubclass,mszoning,lotarea,lotshape,landcontour,lotconfig,landslope,neighborhood,condition1,bldgtype,housestyle,overallqual,overallcond,roofstyle,exterior2nd,masvnrtype,masvnrarea,extercond,foundation,bsmtcond,bsmtexposure,bsmtfintype1,bsmtfinsf1,bsmtfintype2,bsmtfinsf2,bsmtunfsf,heatingqc,centralair,electrical,1stflrsf,grlivarea,bedroomabvgr,kitchenabvgr,functional,fireplaces,fireplacequ,garagetype,garagefinish,garagearea,garagequal,garagecond,paveddrive,wooddecksf,fence,saletype,saleprice,houseage,yearsafterremod,totalfullbaths,totalhalfbaths,pool,porch
960,20,RL,13438,3,HLS,Corner,1,Timber,0,1Fam,1Story,9,5,Gable,5,Stone,246.0,3,CBlock,3,4,6,1758.0,1,0.0,432.0,5,1,1,2036,2036,3,1,Typ,1,5,Attchd,3,780.0,3,3,Y,90,0,0,410000,1.5833333333332575,1.5833333333332575,3.0,0.0,0,1
955,20,RL,11070,4,Lvl,Inside,1,Mitchel,0,1Fam,1Story,5,5,Gable,1,None,0.0,3,PConc,3,1,4,55.0,1,0.0,1527.0,3,1,1,1595,1595,2,1,Typ,0,0,Detchd,1,672.0,3,3,Y,0,0,0,152000,18.333333333333258,18.333333333333258,3.0,0.0,0,0
2476,60,RL,7800,4,Lvl,Inside,1,SawyerW,0,1Fam,2Story,7,5,Gable,2,BrkFace,172.0,3,PConc,3,1,1,0.0,1,0.0,891.0,5,1,1,891,1686,3,1,Typ,0,0,Attchd,3,462.0,3,3,Y,144,0,0,184000,1.3333333333332575,1.3333333333332575,2.0,1.0,0,1
1590,90,RM,7060,4,Lvl,Inside,1,Mitchel,0,Duplex,SFoyer,7,5,Gable,2,BrkFace,200.0,4,PConc,4,4,6,1309.0,1,0.0,35.0,5,1,1,1344,1344,2,2,Typ,0,0,Attchd,3,784.0,3,3,Y,0,0,0,206300,11.916666666666742,10.916666666666742,4.0,0.0,0,0
2913,90,RL,11836,3,Lvl,Corner,1,Mitchel,0,Duplex,1Story,5,5,Gable,1,None,0.0,3,CBlock,3,1,4,149.0,1,0.0,1503.0,3,1,1,1652,1652,4,2,Typ,0,0,2Types,1,928.0,3,3,Y,0,0,0,146500,36.25,36.25,2.0,0.0,0,0
149,50,RL,8382,4,Lvl,Inside,1,NAmes,0,1Fam,1.5Fin,4,5,Gable,4,None,0.0,3,CBlock,3,1,1,0.0,1,0.0,832.0,3,1,0,832,1337,3,1,Typ,0,0,Attchd,1,263.0,3,3,Y,0,0,0,108000,54.16666666666674,54.16666666666674,1.0,0.0,0,0
2525,80,RL,10192,3,Lvl,Inside,1,NWAmes,0,1Fam,SLvl,7,6,Gable,4,BrkFace,143.0,3,CBlock,3,1,1,0.0,1,0.0,570.0,4,1,1,1222,1920,4,1,Typ,1,3,Attchd,2,487.0,3,3,Y,0,4,0,170000,38.75,14.75,3.0,0.0,0,1
1470,120,RM,4426,4,Lvl,Inside,1,CollgCr,0,TwnhsE,1Story,6,5,Gable,2,BrkFace,205.0,3,PConc,3,2,6,662.0,1,0.0,186.0,5,1,1,848,848,1,1,Typ,0,0,Attchd,2,420.0,3,3,Y,140,0,0,145000,4.1666666666667425,4.1666666666667425,2.0,0.0,0,0
412,120,RL,2280,4,Lvl,FR2,1,NPkVill,0,Twnhs,1Story,7,5,Gable,3,None,0.0,3,CBlock,3,1,5,435.0,2,622.0,0.0,3,1,1,1055,1055,2,1,Typ,1,2,Attchd,2,440.0,3,3,Y,0,0,0,123000,34.66666666666674,34.66666666666674,2.0,1.0,0,1
1399,120,RL,2887,4,HLS,Inside,1,ClearCr,0,1Fam,1Story,6,5,Gable,1,None,0.0,3,PConc,3,2,6,1003.0,1,0.0,288.0,5,1,1,1291,1291,2,1,Typ,1,4,Attchd,1,431.0,3,3,Y,307,0,0,173000,12.916666666666742,11.916666666666742,2.0,0.0,0,0
183,30,RM,8520,4,Lvl,Inside,1,OldTown,0,1Fam,1Story,6,8,Gable,2,None,0.0,4,BrkTil,3,1,1,0.0,1,0.0,624.0,4,1,1,720,720,2,1,Typ,0,0,Detchd,1,484.0,3,3,Y,106,0,0,105900,82.41666666666674,7.4166666666667425,1.0,0.0,0,0
974,180,RM,1596,4,Lvl,Inside,1,MeadowV,0,Twnhs,SLvl,4,5,Gable,5,None,0.0,3,CBlock,3,4,6,462.0,1,0.0,0.0,3,1,1,526,988,2,1,Typ,0,0,BuiltIn,1,297.0,3,3,Y,120,2,0,91000,36.91666666666674,36.91666666666674,2.0,0.0,0,1
930,50,RL,15600,4,Bnk,Inside,1,Crawfor,0,1Fam,1.5Fin,5,7,Gable,3,None,0.0,3,BrkTil,3,1,4,312.0,3,507.0,248.0,2,0,1,986,1523,3,1,Maj2,1,3,Attchd,1,295.0,3,3,Y,0,0,0,158000,60.83333333333326,4.8333333333332575,3.0,0.0,0,1
881,60,RL,9313,3,Lvl,Inside,1,CollgCr,0,1Fam,2Story,7,5,Gable,2,None,0.0,3,PConc,3,1,1,0.0,1,0.0,864.0,5,1,1,864,1728,3,1,Typ,0,0,Attchd,2,572.0,3,3,Y,187,0,0,190000,5.3333333333332575,5.3333333333332575,2.0,1.0,0,1
1180,120,RL,11064,2,Lvl,CulDSac,1,Veenker,0,TwnhsE,1Story,8,5,Hip,3,None,0.0,3,PConc,3,4,2,560.0,6,670.0,0.0,5,1,1,1239,1239,1,1,Typ,1,2,Attchd,3,477.0,3,3,Y,172,0,0,217500,13.666666666666742,13.666666666666742,2.0,1.0,0,1
1553,50,RM,9000,4,Lvl,Inside,1,IDOTRR,0,1Fam,1.5Fin,5,5,Gable,1,BrkFace,162.0,3,CBlock,3,1,5,330.0,1,0.0,821.0,4,1,0,1151,1955,4,1,Typ,0,0,Attchd,3,356.0,3,3,Y,0,0,0,165500,50.08333333333326,50.08333333333326,2.0,0.0,0,0
928,70,RL,12000,4,Bnk,Inside,1,Crawfor,0,1Fam,2Story,7,7,Gable,4,None,0.0,3,CBlock,3,1,3,275.0,1,0.0,429.0,5,1,1,860,1564,3,1,Typ,1,4,Attchd,1,234.0,3,3,Y,0,0,0,174500,68.58333333333326,59.58333333333326,1.0,1.0,0,0
1512,80,RL,7692,4,Bnk,Inside,2,Edwards,0,1Fam,SLvl,4,6,Gable,1,None,0.0,3,CBlock,3,3,1,0.0,1,0.0,416.0,4,1,0,1204,1204,3,1,Typ,0,0,Basment,1,312.0,3,3,Y,0,0,0,100000,54.91666666666674,54.91666666666674,1.0,0.0,0,0
3,20,RL,14267,3,Lvl,Corner,1,NAmes,0,1Fam,1Story,6,6,Hip,1,BrkFace,108.0,3,CBlock,3,1,5,923.0,1,0.0,406.0,3,1,1,1329,1329,3,1,Typ,0,0,Attchd,1,312.0,3,3,Y,393,0,0,172000,52.5,52.5,1.0,1.0,0,1
2140,20,RL,9675,4,Lvl,Corner,1,CollgCr,0,1Fam,1Story,5,6,Hip,1,None,0.0,3,CBlock,3,1,4,330.0,3,432.0,102.0,3,1,1,879,879,3,1,Typ,0,0,Attchd,1,440.0,3,3,Y,0,0,0,120000,32.75,32.75,1.0,0.0,0,1
553,20,RH,8400,4,Lvl,Inside,1,SawyerW,0,1Fam,1Story,4,4,Gable,6,None,0.0,2,CBlock,2,1,1,0.0,1,0.0,721.0,4,1,1,841,841,2,1,Typ,0,0,CarPort,1,294.0,3,3,N,250,0,0,82000,59.75,59.75,1.0,0.0,0,1
2594,50,RL,7500,4,Lvl,Inside,1,NAmes,0,1Fam,1.5Fin,6,6,Gable,2,None,0.0,3,CBlock,3,1,1,0.0,1,0.0,784.0,5,1,0,900,1312,3,1,Typ,0,0,Detchd,1,649.0,3,3,Y,0,0,0,127000,59.83333333333326,56.83333333333326,1.0,1.0,0,1
1314,75,RM,9600,4,Lvl,Inside,1,OldTown,0,1Fam,2.5Unf,6,5,Gable,6,None,0.0,3,BrkTil,3,1,3,319.0,1,0.0,416.0,2,0,1,1134,2058,3,1,Typ,1,4,Detchd,1,396.0,2,2,P,0,0,0,129500,91.33333333333326,58.33333333333326,1.0,1.0,0,1
366,120,RL,5814,3,Lvl,CulDSac,1,StoneBr,0,TwnhsE,1Story,8,5,Gable,1,None,0.0,3,CBlock,3,3,6,1036.0,1,0.0,184.0,4,1,1,1360,1360,1,1,Typ,1,5,Attchd,2,565.0,3,3,Y,63,0,0,187500,25.666666666666742,25.666666666666742,2.0,0.0,0,0
1462,20,RL,14860,2,Lvl,CulDSac,1,CollgCr,0,1Fam,1Story,8,5,Hip,2,BrkFace,240.0,3,PConc,3,4,6,1538.0,1,0.0,240.0,5,1,1,1786,1786,3,1,Typ,1,4,Attchd,2,715.0,3,3,Y,182,0,0,300000,6.5,5.5,3.0,0.0,0,1
2541,60,RL,14803,3,Lvl,CulDSac,1,NWAmes,0,1Fam,2Story,6,5,Gable,1,BrkFace,252.0,3,CBlock,3,1,3,416.0,1,0.0,409.0,4,1,1,1097,1993,4,1,Typ,1,4,Attchd,2,495.0,3,3,Y,0,2,0,190000,35.5,35.5,2.0,1.0,0,1
2088,50,RL,7550,4,Lvl,Inside,1,Edwards,0,1Fam,1.5Fin,4,5,Gambrel,4,None,0.0,2,BrkTil,2,1,1,0.0,1,0.0,951.0,2,0,1,986,1362,4,1,Typ,0,0,Detchd,1,280.0,2,3,P,0,3,0,96000,87.25,57.25,2.0,0.0,0,0
527,60,FV,8125,4,Lvl,Inside,1,Somerst,0,1Fam,2Story,7,5,Gable,5,Stone,100.0,3,PConc,3,1,6,812.0,1,0.0,280.0,5,1,1,1112,1550,2,1,Typ,0,0,Attchd,3,438.0,3,3,Y,0,0,0,241000,3.8333333333332575,2.8333333333332575,3.0,0.0,0,1
1824,20,RL,13673,3,Lvl,CulDSac,1,Sawyer,0,1Fam,1Story,5,5,Gable,1,None,0.0,4,CBlock,3,1,1,0.0,1,0.0,1140.0,3,1,1,1696,1696,3,1,Min2,1,3,Attchd,2,349.0,3,3,Y,0,0,0,143900,45.25,45.25,1.0,1.0,0,1
2918,160,RM,1533,4,Lvl,Inside,1,MeadowV,0,Twnhs,2Story,4,5,Gable,5,None,0.0,3,CBlock,3,1,3,408.0,1,0.0,138.0,3,1,1,546,1092,3,1,Typ,0,0,CarPort,1,286.0,3,3,Y,0,0,0,87550,37.0,37.0,1.0,1.0,0,0
49,120,RL,7658,4,Lvl,Inside,1,NridgHt,0,TwnhsE,1Story,9,5,Hip,4,BrkFace,412.0,3,PConc,3,1,6,456.0,1,0.0,1296.0,5,1,1,1752,1752,2,1,Typ,1,4,Attchd,2,576.0,3,3,Y,196,0,0,319900,5.1666666666667425,5.1666666666667425,3.0,0.0,0,1
2332,60,RL,12292,3,HLS,CulDSac,1,StoneBr,0,1Fam,2Story,9,5,Hip,2,BrkFace,184.0,3,PConc,4,4,6,205.0,1,0.0,889.0,5,1,1,1102,2473,4,1,Typ,1,4,BuiltIn,3,675.0,3,3,Y,246,0,1,356383,0.5833333333332575,0.5833333333332575,2.0,1.0,0,1
826,20,RL,11923,3,Lvl,Corner,1,CollgCr,0,1Fam,1Story,9,5,Gable,2,None,0.0,3,PConc,3,1,1,0.0,1,0.0,1800.0,5,1,1,1800,1800,2,1,Typ,0,0,Attchd,3,702.0,3,3,Y,288,0,0,239000,2.4166666666667425,2.4166666666667425,2.0,0.0,0,1
1108,60,RL,10010,4,Lvl,Inside,1,NoRidge,0,1Fam,2Story,7,5,Hip,2,BrkFace,320.0,3,PConc,3,3,4,228.0,6,852.0,0.0,5,1,1,1108,2197,4,1,Typ,1,4,Attchd,3,783.0,3,3,Y,385,0,0,287500,15.583333333333258,14.583333333333258,3.0,1.0,0,1
2041,50,RM,12358,3,Lvl,Inside,1,OldTown,0,1Fam,1.5Fin,5,6,Gable,4,None,0.0,3,CBlock,3,1,3,360.0,1,0.0,360.0,3,1,1,854,1382,2,1,Typ,0,0,Detchd,1,660.0,3,3,Y,237,0,0,128500,66.41666666666674,57.41666666666674,1.0,1.0,0,0
57,60,RL,8577,3,Lvl,Inside,1,Gilbert,0,1Fam,2Story,7,5,Gable,2,None,0.0,3,PConc,3,1,1,0.0,1,0.0,847.0,5,1,1,847,1733,3,1,Typ,1,4,BuiltIn,3,433.0,3,3,Y,144,0,0,185088,6.3333333333332575,6.3333333333332575,2.0,1.0,0,1
520,20,FV,8640,4,Lvl,Inside,1,Somerst,0,1Fam,1Story,7,5,Hip,2,None,0.0,3,PConc,3,1,1,0.0,1,0.0,1402.0,5,1,1,1402,1402,3,1,Typ,0,0,Attchd,2,625.0,3,3,Y,205,0,0,229800,1.4166666666667425,1.4166666666667425,2.0,0.0,0,1
2305,20,RL,10447,4,Lvl,Inside,1,Mitchel,0,1Fam,1Story,5,6,Gable,1,None,0.0,3,CBlock,3,1,5,516.0,1,0.0,348.0,3,1,1,887,887,3,1,Typ,0,0,Attchd,2,288.0,3,3,Y,140,0,0,124500,24.0,24.0,1.0,1.0,0,0
2533,20,RL,9600,4,Lvl,Corner,1,NAmes,0,1Fam,1Story,5,5,Gable,4,None,0.0,3,CBlock,3,1,5,758.0,1,0.0,293.0,4,1,1,1051,1051,3,1,Typ,0,0,Attchd,2,504.0,3,3,Y,0,0,0,142000,38.58333333333326,38.58333333333326,2.0,0.0,0,0
2852,70,RL,4899,4,HLS,Corner,1,SWISU,0,1Fam,2Story,6,8,Gable,4,None,0.0,3,PConc,3,1,4,305.0,1,0.0,450.0,5,1,1,755,1510,3,1,Typ,0,0,Detchd,1,216.0,3,3,Y,0,0,0,149000,86.5,56.5,1.0,0.0,0,1
1198,90,RL,9246,3,Lvl,Inside,1,NWAmes,0,Duplex,1Story,5,5,Gable,1,BrkFace,564.0,3,CBlock,3,1,1,0.0,1,0.0,1656.0,3,1,1,1656,1656,4,2,Typ,0,0,Detchd,1,506.0,3,3,Y,0,0,0,135000,35.91666666666674,35.91666666666674,2.0,0.0,0,1
1681,120,RL,4928,3,Lvl,Inside,1,NPkVill,0,TwnhsE,1Story,6,5,Gable,1,None,0.0,3,CBlock,3,1,5,120.0,1,0.0,958.0,3,1,1,958,958,2,1,Typ,1,3,Attchd,2,440.0,3,3,Y,0,0,0,128000,31.166666666666742,31.166666666666742,2.0,0.0,0,1
1773,20,RL,12692,3,Lvl,Inside,1,NoRidge,0,1Fam,1Story,8,5,Hip,3,None,0.0,3,PConc,3,1,6,1231.0,1,0.0,1969.0,5,1,1,3228,3228,4,1,Typ,1,4,Attchd,2,546.0,3,3,Y,264,0,0,430000,15.416666666666742,14.416666666666742,4.0,0.0,0,1
1825,20,RL,7476,4,Lvl,Corner,1,Sawyer,0,1Fam,1Story,5,7,Gable,1,None,0.0,3,CBlock,3,1,3,812.0,1,0.0,228.0,3,1,1,1040,1040,3,1,Typ,0,0,Detchd,3,686.0,3,3,Y,188,0,0,145000,39.5,39.5,2.0,1.0,0,0
2208,50,RL,5362,4,Lvl,Corner,1,Crawfor,0,1Fam,1.5Fin,5,6,Gable,1,None,0.0,3,PConc,3,1,1,0.0,1,0.0,661.0,5,1,1,661,1250,3,1,Typ,1,4,Detchd,1,552.0,3,3,Y,242,0,0,139000,97.91666666666674,4.9166666666667425,2.0,0.0,0,1
1646,80,RL,12090,4,Lvl,Inside,1,NWAmes,0,1Fam,SLvl,6,7,Hip,2,BrkFace,74.0,3,CBlock,3,1,1,0.0,1,0.0,585.0,5,1,1,1140,1868,3,1,Typ,1,3,BuiltIn,3,477.0,3,3,Y,268,0,0,178000,23.083333333333258,4.0833333333332575,3.0,1.0,0,1
1060,60,RL,12539,4,Lvl,Inside,1,NridgHt,1,1Fam,2Story,10,5,Hip,5,BrkFace,468.0,3,PConc,3,4,6,1082.0,1,0.0,538.0,5,1,1,1632,2790,4,1,Typ,1,5,BuiltIn,3,1150.0,3,3,Y,30,0,0,460000,3.5,2.5,3.0,1.0,0,1
748,75,RL,11888,3,Bnk,Inside,1,BrkSide,1,1Fam,2.5Unf,6,6,Gable,1,None,0.0,3,BrkTil,3,1,1,0.0,1,0.0,844.0,4,0,0,1445,2134,5,1,Typ,0,0,Detchd,1,441.0,3,3,Y,0,0,0,214500,93.58333333333326,15.583333333333258,2.0,0.0,0,1
2846,190,RH,7082,4,Lvl,Inside,1,SWISU,0,2fmCon,2Story,5,8,Gable,2,None,0.0,3,PConc,3,2,1,0.0,1,0.0,686.0,4,1,1,948,1928,5,2,Typ,0,0,NA,0,0.0,0,0,N,0,0,0,160000,90.58333333333326,11.583333333333258,2.0,0.0,0,1
493,60,RL,8755,3,Lvl,FR2,1,Gilbert,0,1Fam,2Story,7,5,Gable,2,BrkFace,298.0,3,PConc,3,1,5,772.0,1,0.0,220.0,5,1,1,1022,2060,3,1,Typ,1,3,BuiltIn,2,390.0,3,3,Y,0,4,0,214000,10.5,10.5,3.0,1.0,0,1
694,50,RM,4080,4,Lvl,Inside,1,OldTown,0,1Fam,1.5Fin,6,8,Gable,1,None,0.0,3,PConc,3,1,1,0.0,1,0.0,901.0,4,1,1,861,1378,3,1,Typ,0,0,Detchd,1,162.0,2,2,P,54,0,0,128900,74.5,11.5,1.0,0.0,0,1
2283,190,RL,32463,4,Low,Inside,2,Mitchel,0,2fmCon,1Story,4,4,Gable,4,Stone,149.0,4,CBlock,3,3,4,1159.0,1,0.0,90.0,5,1,1,1622,1622,3,1,Typ,1,3,2Types,3,1356.0,3,3,Y,439,0,0,168000,46.25,32.25,2.0,0.0,0,0
1800,60,FV,12217,3,Lvl,Inside,1,Somerst,0,1Fam,2Story,8,5,Hip,1,None,0.0,3,PConc,3,3,6,745.0,1,0.0,210.0,5,1,1,955,1880,3,1,Typ,1,4,Attchd,3,880.0,3,3,Y,168,0,1,310013,1.0,1.0,3.0,1.0,0,1
1632,120,RL,3696,4,Lvl,Inside,1,StoneBr,0,TwnhsE,1Story,8,5,Gable,1,None,0.0,3,CBlock,3,1,1,0.0,1,0.0,1074.0,5,1,1,1088,1088,2,1,Typ,0,0,Attchd,2,461.0,3,3,Y,0,0,0,170000,21.833333333333258,21.833333333333258,1.0,1.0,0,1
2624,20,RL,7560,4,Lvl,Inside,1,NAmes,0,1Fam,1Story,5,5,Gable,1,None,0.0,3,CBlock,3,1,2,369.0,1,0.0,671.0,3,1,0,1040,1040,3,1,Typ,0,0,Attchd,2,286.0,3,3,Y,140,2,0,133700,47.58333333333326,47.58333333333326,1.0,0.0,0,1
2197,70,RL,10592,4,Lvl,Inside,1,Crawfor,0,1Fam,2Story,6,7,Hip,1,None,0.0,4,PConc,2,1,1,0.0,1,0.0,602.0,3,1,1,900,1502,3,1,Typ,2,3,Detchd,1,180.0,3,3,Y,96,0,0,165000,84.66666666666674,11.666666666666742,1.0,1.0,0,1
1045,160,RM,1680,4,Lvl,Inside,1,BrDale,0,TwnhsE,2Story,6,3,Gable,1,BrkFace,604.0,3,CBlock,3,1,5,358.0,1,0.0,125.0,3,1,1,483,987,2,1,Typ,0,0,Detchd,1,264.0,3,3,Y,0,0,0,89500,37.66666666666674,37.66666666666674,1.0,1.0,0,0
2549,190,RL,10382,4,Lvl,Inside,1,NAmes,0,2fmCon,SLvl,6,5,Hip,1,BrkFace,105.0,2,CBlock,3,4,5,513.0,1,0.0,75.0,3,1,1,1095,1095,2,1,Typ,0,0,Attchd,2,264.0,3,3,Y,0,0,0,140000,48.25,48.25,2.0,0.0,0,0
2829,160,RM,2522,4,Lvl,Inside,1,Edwards,0,Twnhs,2Story,7,5,Gable,2,Stone,50.0,3,PConc,3,1,1,0.0,1,0.0,970.0,5,1,1,970,1709,3,1,Maj1,0,0,Detchd,1,380.0,3,3,Y,0,0,0,134000,2.4166666666667425,2.4166666666667425,2.0,0.0,0,1
2480,60,RL,9370,2,Lvl,Inside,1,SawyerW,0,1Fam,2Story,6,5,Gable,1,None,0.0,3,PConc,3,1,5,758.0,1,0.0,78.0,5,1,1,844,1731,3,1,Typ,0,0,Attchd,2,462.0,3,3,Y,307,0,0,248500,14.833333333333258,13.833333333333258,3.0,1.0,0,1
2724,80,RL,10246,3,Lvl,CulDSac,1,Sawyer,0,1Fam,SLvl,4,9,Gable,2,None,0.0,4,CBlock,4,3,6,648.0,1,0.0,0.0,5,1,1,960,960,0,1,Typ,0,0,Attchd,1,364.0,3,3,Y,88,0,0,145000,41.41666666666674,5.4166666666667425,1.0,1.0,0,0
2352,60,RL,11475,4,Lvl,Inside,1,NWAmes,0,1Fam,2Story,6,6,Gable,2,None,0.0,3,CBlock,3,1,5,550.0,1,0.0,163.0,3,1,1,811,1552,3,1,Typ,1,3,Attchd,2,434.0,3,3,Y,209,3,0,179900,31.166666666666742,31.166666666666742,3.0,1.0,0,1
1783,20,RL,9986,4,Lvl,Inside,1,Somerst,0,1Fam,1Story,8,5,Gable,2,BrkFace,428.0,3,PConc,3,3,1,0.0,1,0.0,1795.0,5,1,1,1795,1795,2,1,Typ,1,4,Attchd,2,895.0,3,3,Y,0,0,1,147000,1.1666666666667425,0.16666666666674246,2.0,0.0,0,1
338,60,RL,10475,4,Lvl,Inside,1,Mitchel,0,1Fam,2Story,5,5,Gable,1,None,0.0,3,PConc,3,1,3,458.0,1,0.0,166.0,4,1,1,624,1274,3,1,Typ,0,0,Detchd,1,576.0,3,3,Y,22,2,0,136000,19.25,19.25,1.0,1.0,0,0
196,50,RM,6000,4,Lvl,Inside,1,BrkSide,0,1Fam,1.5Fin,6,6,Gable,4,None,0.0,4,CBlock,3,1,2,264.0,1,0.0,308.0,5,1,0,848,1196,3,1,Typ,2,4,Detchd,1,576.0,3,3,Y,0,0,0,128000,70.25,60.25,1.0,2.0,0,0
762,20,RL,4280,3,Lvl,Inside,1,Sawyer,0,1Fam,1Story,4,9,Gable,4,None,0.0,4,CBlock,3,1,1,0.0,1,0.0,560.0,5,1,0,704,704,2,1,Typ,0,0,CarPort,1,220.0,3,3,Y,0,0,0,88750,63.75,8.75,1.0,1.0,0,1
151,20,RL,10895,4,Lvl,Corner,1,NAmes,0,1Fam,1Story,5,6,Gable,4,None,0.0,4,CBlock,3,1,3,648.0,1,0.0,324.0,3,1,1,972,972,3,1,Typ,0,0,Attchd,1,305.0,3,3,Y,0,2,0,122500,55.5,55.5,1.0,0.0,0,1
158,50,RL,17503,4,Lvl,Inside,1,NAmes,0,1Fam,1.5Fin,6,5,Gable,2,None,0.0,3,CBlock,3,1,1,0.0,1,0.0,912.0,3,1,1,912,1458,3,1,Typ,1,4,Attchd,1,330.0,3,3,Y,192,0,0,97500,62.08333333333326,60.08333333333326,1.0,1.0,0,0
2572,20,RL,9723,3,Lvl,Corner,1,NAmes,0,1Fam,1Story,6,7,Hip,4,BrkFace,332.0,3,CBlock,3,1,1,0.0,1,0.0,1008.0,3,1,1,1008,1008,2,1,Typ,0,0,Attchd,2,430.0,3,3,Y,0,0,0,135000,43.83333333333326,43.83333333333326,1.0,0.0,0,0
1686,20,RL,11694,4,Lvl,Inside,1,NridgHt,0,1Fam,1Story,9,5,Hip,5,BrkFace,452.0,3,PConc,3,3,6,48.0,1,0.0,1774.0,5,1,1,1828,1828,3,1,Typ,1,4,Attchd,1,774.0,3,3,Y,0,0,1,314813,0.5833333333332575,0.5833333333332575,2.0,0.0,0,1
943,50,C (all),8470,3,Lvl,Corner,1,IDOTRR,0,1Fam,1.5Fin,3,2,Hip,1,None,0.0,2,CBlock,2,1,1,0.0,1,0.0,1013.0,3,0,1,1013,1526,2,1,Typ,0,0,NA,0,0.0,0,0,N,0,3,0,85000,94.83333333333326,27.833333333333258,1.0,0.0,0,1
735,50,RM,6000,4,Lvl,Inside,1,BrkSide,0,1Fam,1.5Fin,6,9,Gable,4,None,0.0,3,BrkTil,3,1,1,0.0,1,0.0,698.0,3,1,1,786,1176,2,1,Typ,0,0,Detchd,1,624.0,3,3,N,210,0,0,134900,72.58333333333326,9.583333333333258,1.0,0.0,0,0
2741,20,RL,10519,4,Lvl,Inside,1,Edwards,0,1Fam,1Story,5,8,Hip,4,Stone,164.0,3,CBlock,3,2,1,0.0,1,0.0,1057.0,4,1,1,1057,1057,3,1,Typ,0,0,Attchd,1,288.0,3,3,Y,0,0,0,137000,51.25,7.25,1.0,1.0,0,0
1106,20,RL,10437,3,Lvl,Inside,1,NoRidge,0,1Fam,1Story,8,6,Hip,4,BrkFace,660.0,4,PConc,3,4,6,1696.0,1,0.0,413.0,5,1,1,2113,2113,2,1,Typ,1,3,Attchd,3,839.0,3,3,Y,236,0,0,350000,13.666666666666742,13.666666666666742,3.0,1.0,0,1
2375,20,RL,7514,4,Lvl,Inside,1,NAmes,0,1Fam,1Story,5,7,Hip,4,None,0.0,3,CBlock,3,2,5,373.0,3,108.0,462.0,3,1,1,1387,1387,3,1,Typ,1,3,Attchd,2,300.0,3,3,Y,0,0,0,145000,39.75,31.75,2.0,0.0,0,1
1701,60,RL,13654,3,Lvl,CulDSac,1,NridgHt,0,1Fam,2Story,9,5,Gable,4,BrkFace,365.0,3,PConc,3,4,1,0.0,1,0.0,1704.0,5,1,1,1722,2758,4,1,Typ,1,5,BuiltIn,3,814.0,3,3,Y,282,0,0,418000,2.4166666666667425,1.4166666666667425,2.0,1.0,0,1
2657,30,RM,5747,4,Lvl,Inside,1,OldTown,0,1Fam,1Story,3,4,Gable,1,None,0.0,3,PConc,3,1,1,0.0,1,0.0,798.0,4,1,1,840,840,2,1,Typ,0,0,Detchd,1,250.0,3,2,N,112,0,0,64000,86.5,56.5,1.0,0.0,0,0
907,50,RH,4500,2,Bnk,Inside,1,SWISU,0,1Fam,1.5Fin,5,5,Gable,6,None,0.0,3,BrkTil,3,1,3,182.0,1,0.0,611.0,5,1,1,848,1520,3,1,Typ,0,0,Detchd,1,281.0,3,3,Y,0,0,0,159434,77.58333333333326,9.583333333333258,1.0,0.0,0,1
1777,20,RL,11830,4,Lvl,Inside,1,Somerst,0,1Fam,1Story,8,5,Gable,2,BrkFace,164.0,3,PConc,3,1,6,1220.0,1,0.0,322.0,5,1,1,1542,1542,3,1,Typ,1,4,Attchd,1,852.0,3,3,Y,168,0,1,260261,0.5833333333332575,0.5833333333332575,3.0,0.0,0,1
164,50,RL,8520,4,Lvl,Corner,1,NAmes,0,1Fam,1.5Fin,5,4,Gable,1,None,0.0,2,CBlock,3,1,3,507.0,1,0.0,403.0,2,1,1,910,1385,4,1,Typ,0,0,Detchd,1,720.0,3,3,Y,0,3,0,166000,58.5,58.5,2.0,0.0,0,0
1973,85,RL,6760,4,Lvl,Inside,1,NAmes,0,1Fam,SFoyer,5,5,Gable,1,None,0.0,3,CBlock,3,3,5,734.0,1,0.0,162.0,3,1,1,936,936,3,1,Typ,1,1,Attchd,2,288.0,3,3,Y,24,0,0,130000,45.83333333333326,45.83333333333326,2.0,0.0,0,1
2857,50,RL,6191,4,Lvl,Corner,1,SWISU,0,1Fam,1.5Fin,5,4,Gable,1,None,0.0,3,CBlock,2,1,2,384.0,1,0.0,440.0,3,0,1,824,1288,4,1,Typ,0,0,Detchd,1,240.0,3,3,Y,0,0,0,112000,65.91666666666674,56.91666666666674,1.0,0.0,0,0
1208,20,RL,8700,4,Lvl,Inside,1,NAmes,0,1Fam,1Story,5,6,Hip,4,BrkFace,148.0,4,CBlock,3,2,5,776.0,1,0.0,344.0,4,1,1,1128,1128,3,1,Typ,0,0,Attchd,2,525.0,3,3,Y,192,3,0,155000,46.0,46.0,3.0,0.0,0,1
319,60,RL,12003,4,Lvl,Corner,1,Timber,0,1Fam,2Story,8,5,Gable,2,BrkFace,84.0,3,PConc,3,1,1,0.0,1,0.0,774.0,5,1,1,774,1968,4,1,Typ,1,4,BuiltIn,3,680.0,3,3,Y,0,0,1,269500,1.4166666666667425,0.41666666666674246,2.0,1.0,0,1
